,Year 5,Year 4,Year 3,Year 2,Year 1
Net debt/EBITDA,11.02518892,-10.74105263,5.21965318,6.32625698,5.94032922
A/P / Sales,0.12010331,0.13938412,0.09115523,0.09410248,0.09717514
A/R / Sales,0.0990099,0.08589951,0.1022864,0.1372865,0.14519774
ROE,-0.08521486,-0.41859684,0.03879599,0.05829101,-0.14689016
ROA,-0.02336962,-0.11385009,0.01224231,0.01996823,-0.04418204
Sales/total assets,0.2319984,0.22532639,0.2338704,0.23470237,0.23484145
Net income margin,-0.10073181,-0.50526742,0.05234657,0.08507896,-0.18813559
EBIT/Sale,-0.00473526,-0.33792545,0.19915764,0.18111505,0.12485876
EBITDA/Sale,0.1708997,-0.19246353,0.31227437,0.28843055,0.27457627
EBITDA/ Assets,0.03964846,-0.04336711,0.07303173,0.06769533,0.06448189
Total debt/ EBITDA,12.02518892,-11.75157895,5.91136802,6.69273743,6.7037037
WC/ Asset,0.06781184,0.01743814,0.07746429,0.05022313,0.10906196
Price to book ratio,0.24776133,0.36503135,0.37587732,1.32470991,1.59071994
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,0.83529412,-0.60093897,-0.5170068,2.73728814,-0.52610442
market cap based on Jun's data,238.0903,109.7198,261.4667,501.3464,123.1305
90-days stock vol,0.66279,0.81809,1.35889,1.1249,0.97401
Trading volume,378.7350512,131.6322946,328.9213798,609.4479983,94.402478
Total asset,36.017,18.089,29.636,27.158,19.2
Diluted EPS,-0.09,-0.18,-0.18,-0.18,-0.22
Liability / assets,2.53327595,4.89767262,2.97648131,3.16168348,4.08895833
equity / assets,-1.53327595,-3.89767262,-1.97648131,-2.16168348,-3.08895833
Cash / asset,0.080934,0.17535519,0.13527467,0.09632521,0.06083333
Current ratio,1.22329047,0.50156286,2.46880288,2.03598187,1.96585111
Inventory / sales,0.27224184,0.34807214,0.41044462,0.4285508,0.47469114
Net debt/EBITDA,-5.37211938,-3.09390573,-3.325737,-3.75901216,-3.39285951
A/P / Sales,0.33156794,0.39682836,0.34793745,0.20282043,0.17416337
A/R / Sales,0.29673946,0.1761194,0.13732462,0.34692208,0.23719563
ROE,0.22970085,0.32644493,0.36237303,0.33113598,0.37517704
ROA,-0.3521948,-1.27237548,-0.71622351,-0.71581118,-1.15890625
Sales/total assets,1.27389844,0.88893803,0.88260899,0.76504161,0.8684375
Net income margin,-0.27647008,-1.43134328,-0.8114845,-0.93565,-1.33447283
EBIT/Sale,-0.19617715,-1.10758706,-0.63921704,-0.68253357,-0.9674943
EBITDA/Sale,-0.17307441,-1.03575871,-0.57709217,-0.6528854,-0.90542161
EBITDA/ Assets,-0.22047922,-0.9207253,-0.50934674,-0.4994845,-0.78630208
Total debt/ EBITDA,-5.73920161,-3.28435905,-3.59132163,-3.95186141,-3.47022587
WC/ Asset,0.16056307,-0.72287025,0.46865299,0.4124015,0.38447917
Price to book ratio,-4.31135557,-1.55619885,-4.46379343,-8.53980616,-2.07611958
real GDP growth,0.01550834,0.02563768,-0.02536759,-0.0013658,0.01876176
Inflation,0.03156842,0.01640043,-0.00355546,0.038391,0.02852673
Unemployment,0.0895,0.09616667,0.09266666,0.05775,0.04616667
10-year risk free,0.02785833,0.03214167,0.03256667,0.03666667,0.04629167
YoY % in stock price,2.40340909,0.06666667,-0.93389423,0.00930044,0.02529022
market cap based on Jun's data,357.7021,91.9735,91.6575,1248.5097,1224.2495
90-days stock vol,2.08485,0.88832,3.26749,0.32101,0.21196
Trading volume,1796.129689,213.4883221,261.4298808,2153.687353,2061.479866
Total asset,564.7,358.6,659.154,890.447,707.783
Diluted EPS,-5.2982,-5.69,-6.3132,1.7502,2.26
Liability / assets,1.6690278,1.38817624,0.78832261,0.49057384,0.48454964
equity / assets,-0.6690278,-0.38817624,0.21167739,0.50942616,0.51545036
Cash / asset,0.34496193,0.16926938,0.11488969,0.1449171,0.33963234
Current ratio,1.32281369,0.5306713,1.02278773,1.29215759,7.2909309
Inventory / sales,0.03663004,0.13186813,0.07103452,0.16330721,0.20628817
Net debt/EBITDA,-3.79018405,-0.86340394,-0.51586708,0.83044797,0.00882464
A/P / Sales,6.41391941,11.31868132,0.6040496,0.05543408,0.12912199
A/R / Sales,1.22344322,0.10989011,0.06742293,0.22813496,0.17725251
ROE,0.71916358,2.03735632,-2.24777106,0.19055282,0.15922615
ROA,-0.48114043,-0.79085332,-0.47580232,0.09707259,0.08207318
Sales/total assets,0.04834425,0.02537646,0.47383009,0.6486888,0.62678392
Net income margin,-9.95238095,-31.16483516,-1.0041623,0.14964432,0.13094334
EBIT/Sale,-3.71794872,-33.76923077,-1.12541663,0.24025532,0.19328851
EBITDA/Sale,-2.98534799,-30.08791209,-1.01054984,0.29630226,0.24573121
EBITDA/ Assets,-0.14432442,-0.76352482,-0.47882892,0.19220796,0.15402037
Total debt/ EBITDA,-6.1803681,-1.08509861,-0.755806,1.58440792,2.21393779
WC/ Asset,0.15034532,-0.22615728,0.00784946,0.10122444,0.52599596
Price to book ratio,-0.94680281,-0.66072917,0.65691116,2.75234328,3.35569873
real GDP growth,0.01550834,0.02563768,-0.02536759,-0.0013658,0.01876176
Inflation,0.03156842,0.01640043,-0.00355546,0.038391,0.02852673
Unemployment,0.0895,0.09616667,0.09266666,0.05775,0.04616667
10-year risk free,0.02785833,0.03214167,0.03256667,0.03666667,0.04629167
YoY % in stock price,-0.70918367,0.08888889,-0.75675676,-0.22023182,0.21979434
market cap based on Jun's data,21.7694,64.6547,49.2667,182.8444,221.154
90-days stock vol,1.16393,2.24027,1.93119,0.41148,0.49705
Trading volume,26.88472602,98.105889,42.0538968,74.8602056,208.005616
Total asset,15.0015,10.46,17.4707,25.2549,28.6541
Diluted EPS,-0.24,-0.33,-0.54,-0.29,-0.03
Liability / assets,0.58981435,0.86031549,0.41898149,0.51050687,0.41915468
equity / assets,0.41018565,0.13968451,0.58101851,0.48949313,0.58084532
Cash / asset,0.03873613,0.02781071,0.11452317,0.15662703,0.39985203
Current ratio,0.69495645,0.25689781,1.3632889,0.77628755,1.77055124
Inventory / sales,0,0,0,0,0
Net debt/EBITDA,-0.00141107,-0.18533365,-0.02918523,0.15048806,1.52527932
A/P / Sales,4.58408289,5.59414579,0.52330241,0.59245707,0.50840871
A/R / Sales,0,0.05929262,0.00840816,0.03258971,0.0857461
ROE,-1.4082946,-7.29717336,-1.39981085,-0.69623284,-0.05486794
ROA,-0.57766223,-1.0193021,-0.81331601,-0.34080119,-0.03186978
Sales/total assets,0.11709496,0.10190249,0.42138552,0.38090034,0.15356267
Net income margin,-4.9332802,-10.00272071,-1.93009957,-0.89472535,-0.20753602
EBIT/Sale,-3.75372879,-9.48541139,-1.31351961,-0.95625598,-1.26401073
EBITDA/Sale,-3.4292383,-7.81686837,-1.05464622,-0.82748763,-1.13094859
EBITDA/ Assets,-0.40154651,-0.79655832,-0.44441265,-0.31519032,-0.17367148
Total debt/ EBITDA,-0.09787842,-0.22024724,-0.28688081,-0.34644037,-0.77706776
WC/ Asset,-0.16647002,-0.51521989,0.10717945,-0.09120606,0.24328456
Price to book ratio,3.53778399,44.25070153,4.85347953,14.79072326,13.28763008
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,-0.08424508,2.12478632,-0.8842501,0.27723022,0.06917049
market cap based on Jun's data,857.2035,924.6773,210.0021,1800.8615,1192.7664
90-days stock vol,0.51706,0.77424,1.74572,0.37383,0.29762
Trading volume,12403.87841,8375.206643,1332.756348,5790.929198,2903.378711
Total asset,3290.102,2803.147,2275.61,2307.133,1447.058
Diluted EPS,-6.88,-1.24,3.43,1.58,-1.33
Liability / assets,0.88060036,0.73760598,0.86098277,0.86569218,0.9751786
equity / assets,0.11939964,0.26239402,0.13901723,0.13430782,0.0248214
Cash / asset,0.0470183,0.03887095,0.09447709,0.08644885,0.12618154
Current ratio,0.74736509,0.91548565,1.10757438,1.28021506,1.3102282
Inventory / sales,0,0,0,0,0
Net debt/EBITDA,8.51954634,6.92699826,2.45255619,2.62803397,3.00089447
A/P / Sales,0.52997282,0.63217014,0.44967793,0.44504264,0.46649882
A/R / Sales,0.2130362,0.1561615,0.15195889,0.21036953,0.25017805
ROE,-0.85925969,-0.0665657,0.38471751,0.15690653,0.19146389
ROA,-0.1025953,-0.01746644,0.05348236,0.02107377,0.0047524
Sales/total assets,0.13230927,0.12004972,0.27158828,0.26350236,0.29012037
Net income margin,-0.77542033,-0.14549339,0.19692442,0.07997566,0.01638079
EBIT/Sale,-0.04184365,0.02119952,0.36103807,0.34703217,0.32010786
EBITDA/Sale,0.46505142,0.47520333,0.75977988,0.75394738,0.72433728
EBITDA/ Assets,0.06153062,0.05704802,0.20634731,0.19866692,0.210145
Total debt/ EBITDA,9.28369113,7.60837075,2.91041089,3.06317866,3.60134433
WC/ Asset,-0.03226009,-0.00941585,0.01602164,0.04199498,0.05355971
Price to book ratio,2.18208443,1.25715954,0.66383045,5.81174282,33.20804054
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,-0.01089325,-0.66488197,0.781101,-0.23634558,-0.04004218
market cap based on Jun's data,439.309,442.1093,1125.866,631.1952,826.5456
90-days stock vol,0.34975,0.85365,0.60346,0.32079,0.73122
Trading volume,2072.878357,1963.094479,6801.286571,2974.503458,3887.737105
Total asset,713.966,846.372,418.112,413.33,171.621
Diluted EPS,-0.32,2.02,1.8,1.4,1.01
Liability / assets,0.63720962,0.68104332,0.48060568,0.5972274,0.09398034
equity / assets,0.36279038,0.31895668,0.51939432,0.4027726,0.90601966
Cash / asset,0.1673273,0.25183607,0.23285388,0.36765538,0.61329324
Current ratio,5.24600748,2.04612403,2.88697895,2.12234827,8.01370203
Inventory / sales,0.03441831,0.02040111,0.03039144,0.05117054,0.02792513
Net debt/EBITDA,5.6635398,2.54113391,0.69612536,-0.04772324,-3.97274855
A/P / Sales,0.02782917,0.03357373,0.05245949,0.08747282,0.09099927
A/R / Sales,0.41955217,0.41332411,0.31641092,0.36889667,0.41894165
ROE,-0.03226006,0.19643942,0.21357493,0.22533308,0.15964808
ROA,-0.01170364,0.06265566,0.11092961,0.09075799,0.1446443
Sales/total assets,0.14837121,0.14351136,0.31234693,0.17134493,0.27021169
Net income margin,-0.07888079,0.43659027,0.3551487,0.52968004,0.53529995
EBIT/Sale,0.17302609,0.51281038,0.46296211,0.53068256,0.5198387
EBITDA/Sale,0.47901484,0.68961174,0.57903764,0.5807941,0.57131151
EBITDA/ Assets,0.07107201,0.09896712,0.18086063,0.09951613,0.15437505
Total debt/ EBITDA,8.01787439,5.08577773,1.98360222,3.64670702,0
WC/ Asset,0.22752904,0.1805081,0.22920653,0.2393608,0.6591501
Price to book ratio,1.69604278,1.63770874,5.18438054,3.79146314,5.31567926
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,-0.52891693,1.50263158,-0.88888889,0.14765101,0.65555556
market cap based on Jun's data,27.4737,51.1251,14.509,130.0222,76.2744
90-days stock vol,1.45329,1.26452,2.81446,0.8962,0.55993
Trading volume,53.66934496,53.05188687,7.0145986,120.7511541,14.8527968
Total asset,12.982,24.149,22.5044,38.1652,4.9723
Diluted EPS,-0.8,-1,-1.1,-1,-0.55
Liability / assets,0.49152673,0.09329579,0.12765504,0.0849727,0.29684452
equity / assets,0.50847327,0.90670421,0.87234496,0.9150273,0.70315548
Cash / asset,0.20320444,0.65982028,0.60266881,0.87242829,0.61450435
Current ratio,0.74231332,8.13359528,6.22515248,12.51111684,2.97949802
Inventory / sales,0,0,0,0,0
Net debt/EBITDA,0.03968807,1.03377366,0.76127472,2.48456412,0.44491824
A/P / Sales,1.0685155,1.07986111,2.2372153,0.51521403,52.02666667
A/R / Sales,0.07993475,0.87152778,0.5414697,0.49149046,0
ROE,-2.68625966,-0.74735111,-0.85065914,-0.36942117,-1.60678431
ROA,-1.36589123,-0.6776264,-0.74206822,-0.33803046,-1.1298192
Sales/total assets,0.04721923,0.01192596,0.0103402,0.01524163,0.00301671
Net income margin,-28.92659054,-56.81944444,-71.76536313,-22.17809868,-374.52
EBIT/Sale,-28.63784666,-56.47222222,-74.26042114,-23.44782534,-387.02
EBITDA/Sale,-25.73083197,-50.99305556,-69.63644177,-22.18497507,-368.9666667
EBITDA/ Assets,-1.21498999,-0.60814112,-0.72005474,-0.33813526,-1.11306639
Total debt/ EBITDA,-0.12755975,-0.05120523,-0.07570166,-0.09555211,-0.10716415
WC/ Asset,-0.10845786,0.60143277,0.54056984,0.81936162,0.43301892
Price to book ratio,4.1620512,2.33490592,0.73906355,3.72319613,21.81574808
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,2.6,-0.98095238,-0.32692308,-0.09565217,-0.46784254
market cap based on Jun's data,7.4101,1.4396,62.2005,20.0671,22.188
90-days stock vol,2.93521,3.48574,1.67862,4.05011,3.03742
Trading volume,1.37734632,0.225775,20.5143855,4.9071204,0.20812125
Total asset,2.6329,1.0538,3.2257,4.2586,6.2128
Diluted EPS,-3.77,-1.14,-13.35,-11.85,-19.65
Liability / assets,4.32424323,30.65467831,8.16898658,6.0998685,2.49058396
equity / assets,-3.32420525,-29.65467831,-7.16898658,-5.0998685,-1.49058396
Cash / asset,0.82532569,0.21142532,0.53219456,0.50995632,0.13298352
Current ratio,0.27587202,0.03113612,0.14716184,0.13217573,0.27685761
Inventory / sales,0,0,0,0.00137981,0.05174287
Net debt/EBITDA,-0.08051867,-5.84790119,-0.17336376,-0.25577632,-0.41899385
A/P / Sales,0.53347074,0.88842687,0.68151288,1.21585975,0.68909009
A/R / Sales,0,0.00082529,0.00262203,0.03599692,0.03327297
ROE,3.87788353,0.25677358,3.06217081,0.93242565,2.72775276
ROA,-12.89088078,-7.61453786,-21.95266144,-4.7552482,-4.0659445
Sales/total assets,1.73219644,2.98956159,0.86309948,0.57861739,0.35555627
Net income margin,-7.44192777,-2.54704165,-25.43468266,-8.21829471,-11.4354459
EBIT/Sale,-0.24814173,-1.06484891,-16.6658166,-5.63536382,-7.90507017
EBITDA/Sale,-0.20968272,-0.97397156,-16.52688481,-5.39223246,-7.61724762
EBITDA/ Assets,-0.36321167,-2.91174796,-14.26434572,-3.12003945,-2.70836016
Total debt/ EBITDA,-2.35281815,-5.92051232,-0.21067319,-0.4192218,-0.46809497
WC/ Asset,-2.28664211,-10.94913646,-3.63071581,-4.11106937,-1.01757662
Price to book ratio,-0.84664602,-0.04606705,-2.68975135,-0.92397195,-2.39593119
real GDP growth,-0.02536759,-0.0013658,0.01876176,0.02854972,0.03513208
Inflation,-0.00355546,0.038391,0.02852673,0.03225944,0.03392747
Unemployment,0.09266666,0.05775,0.04616667,0.04616667,0.05066667
10-year risk free,0.03256667,0.03666667,0.04629167,0.04791667,0.0429
YoY % in stock price,-0.19408419,0.04369508,-0.43423351,0.32202487,0.11728518
market cap based on Jun's data,1077.5437,1180.7431,1193.2879,2323.3102,2226.0232
90-days stock vol,0.32047,0.41337,1.09768,0.42428,0.2522
Trading volume,6087.792736,8694.220424,8827.784256,14219.97565,7785.17526
Total asset,4241.103,4208.441,3890.061,4158.917,4230.669
Diluted EPS,-4.55,2.61,10.7145,6.19,9.94
Liability / assets,0.57319051,0.55616462,0.53095003,0.53100891,0.47825958
equity / assets,0.42680949,0.44383538,0.46904997,0.46899109,0.52174042
Cash / asset,0.06453416,0.12467562,0.08832998,0.12080549,0.14341892
Current ratio,3.42306298,4.46421218,3.47951143,3.77285151,3.71533466
Inventory / sales,0.01429787,0.00741575,0.00388749,0.00814218,0.00668511
Net debt/EBITDA,18.7413844,5.29707775,1.64370336,2.75531499,1.52710306
A/P / Sales,0.12354319,0.13705974,0.09832539,0.15836023,0.01675477
A/R / Sales,0.15397041,0.1337862,0.12876189,0.15974958,0.12988601
ROE,-0.07416154,0.03756716,0.17409802,0.1083366,0.17789066
ROA,-0.03165285,0.01667363,0.08166067,0.0508089,0.09281274
Sales/total assets,0.246542,0.25986298,0.43821858,0.27153824,0.24757385
Net income margin,-0.12838726,0.06416317,0.1863469,0.18711508,0.37488913
EBIT/Sale,-0.07583611,0.07052737,0.2744171,0.17748792,0.32417035
EBITDA/Sale,0.08738918,0.22817291,0.38538286,0.34174736,0.45968648
EBITDA/ Assets,0.0215451,0.05929369,0.16888193,0.09279748,0.11380635
Total debt/ EBITDA,21.73668947,7.39975715,2.16673136,4.05713368,2.78730448
WC/ Asset,0.09928832,0.15071448,0.12425281,0.14221298,0.14606319
Price to book ratio,0.59528098,0.63213852,0.6539879,1.19113876,1.00847737
real GDP growth,0.02563768,-0.02536759,-0.0013658,0.01876176,0.02854972
Inflation,0.01640043,-0.00355546,0.038391,0.02852673,0.03225944
Unemployment,0.09616667,0.09266666,0.05775,0.04616667,0.04616667
10-year risk free,0.03214167,0.03256667,0.03666667,0.04629167,0.04791667
YoY % in stock price,-0.39347409,1.29515419,-0.8280303,-0.48113208,0.20226843
market cap based on Jun's data,215.0149,352.0428,152.2212,877.9452,1668.8869
90-days stock vol,0.66915,0.47997,1.03702,0.74624,0.28962
Trading volume,0.2320704,0.440766,0.0293057,0.12012,0.2826384
Total asset,774.405,714.329,598.329,1084.32,1013.541
Diluted EPS,-20,-1.3,-64.5,-5.3,10.5
Liability / assets,0.73291624,0.54556234,0.48149262,0.31701988,0.24131634
equity / assets,0.26708376,0.45443766,0.51850738,0.68298012,0.75868366
Cash / asset,0.11054035,0.41170525,0.2350914,0.29281393,0.45183964
Current ratio,1.58007757,2.94692644,1.74474838,2.32357163,3.85020021
Inventory / sales,0.04795884,0.01553712,0.03106765,0.03710939,0.02666489
Net debt/EBITDA,0.10827743,-0.73758784,3.47305005,-1.69150529,-1.67418413
A/P / Sales,0.35846544,0.19756389,0.2773955,0.05987577,0.02748681
A/R / Sales,0.24287419,0.04595295,0.07282734,0.10950666,0.06581838
ROE,-0.65801548,-0.02777726,-1.389617,-0.04771601,0.08848089
ROA,-0.17574525,-0.01262304,-0.72052667,-0.03258909,0.06712901
Sales/total assets,0.85905695,1.25871552,1.38713484,0.95033477,1.01313711
Net income margin,-0.20457928,-0.01002851,-0.5194352,-0.03429222,0.06625856
EBIT/Sale,-0.20397199,-0.0107314,-0.46714492,-0.08546416,0.07616063
EBITDA/Sale,0.19986832,0.27268703,-0.04879856,0.18215528,0.26638691
EBITDA/ Assets,0.17169827,0.3432354,-0.06769018,0.17310849,0.26988647
Total debt/ EBITDA,0.75208327,0.46189581,0,0,0
WC/ Asset,0.2842931,0.52026587,0.3168892,0.36567157,0.55480341
Price to book ratio,1.03956805,1.0844833,0.49065943,1.18550088,2.17032539
real GDP growth,0.01550834,0.02563768,-0.02536759,-0.0013658,0.01876176
Inflation,0.03156842,0.01640043,-0.00355546,0.038391,0.02852673
Unemployment,0.0895,0.09616667,0.09266666,0.05775,0.04616667
10-year risk free,0.02785833,0.03214167,0.03256667,0.03666667,0.04629167
YoY % in stock price,-0.39796748,0.37353434,-0.40060241,-0.09399636,-0.09320869
market cap based on Jun's data,279.4662,463.8969,336.5235,592.0632,698.2954
90-days stock vol,0.41378,0.21733,0.61053,0.27622,0.18938
Trading volume,390.6874594,769.2560712,843.9983622,1532.957903,1690.257156
Total asset,637.544,1067.82,1077.205,1117.327,1110.879
Diluted EPS,-18.88,1.37,1.44,2.04,0.83
Liability / assets,0.68374104,0.48381937,0.52629351,0.57157752,0.53861312
equity / assets,0.31625896,0.51618063,0.47370649,0.42842248,0.46138688
Cash / asset,0.01540443,0.01969901,0.0017369,0.0036104,0.00214785
Current ratio,0.92619029,1.04450193,1.18593138,1.13825694,1.13376401
Inventory / sales,0.14600343,0.11142238,0.12140442,0.13746446,0.16998386
Net debt/EBITDA,-0.78784478,3.06373592,3.62538848,3.53907527,3.54680252
A/P / Sales,0.17175932,0.09631105,0.09932663,0.0591413,0.0745759
A/R / Sales,0.0884975,0.08111496,0.09903054,0.07132162,0.06317392
ROE,-1.766973,0.04690233,0.05316307,0.08590355,0.03520862
ROA,-0.55882104,0.02421007,0.02518369,0.03680301,0.01624479
Sales/total assets,1.19533397,0.83972767,0.97194127,0.97366572,0.93903296
Net income margin,-0.46750201,0.02883086,0.02591071,0.03779841,0.01729949
EBIT/Sale,-0.51363378,0.08330415,0.07419817,0.09144933,0.08991786
EBITDA/Sale,-0.47711258,0.11324467,0.09742211,0.1147492,0.11469182
EBITDA/ Assets,-0.57030887,0.09509468,0.09468857,0.11172736,0.1076994
Total debt/ EBITDA,-0.81485546,3.2708875,3.6437318,3.57138966,3.56674551
WC/ Asset,-0.02746007,0.00929651,0.04061715,0.0315136,0.03069911
Price to book ratio,1.38604169,0.84163099,0.65948922,1.23684571,1.36240798
